Title: A Catalog of Morphologically Identified Merging Galaxies
Authors: Hwang C.-Y., Chang M.-Y.
Table: Catalog of Merging Galaxies
================================================================================
Byte-by-byte Description of file: apjs299963t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label  Explanations
--------------------------------------------------------------------------------
   1-  5 I5     ---    ID     Running identification number
   7-  8 I2     h      RAh    Hour of Right Ascension (J2000)
  10- 11 I2     min    RAm    Minute of Right Ascension (J2000)
  13- 16 F4.1   s      RAs    Second of Right Ascension (J2000)
      18 A1     ---    DE-    Sign of the Declination (J2000)
  19- 20 I2     deg    DEd    Degree of Declination (J2000)
  22- 23 I2     arcmin DEm    Arcminute of Declination (J2000)
  25- 28 F4.1   arcsec DEs    Arcsecond of Declination (J2000)
  30- 36 A7     ---    FName  Field name
  38- 39 A2     ---    Type   Merging type (1)
--------------------------------------------------------------------------------
Note (1):
    M = mergers;
   CP = close pairs;
   CM = close multiples.
--------------------------------------------------------------------------------
09201 16 06 14.3 +55 39 37.6 RCS1613 M
09202 16 06 14.9 +54 33 38.0 RCS1613 M
09203 16 06 15.4 +54 31 14.3 RCS1613 M
09204 16 06 18.5 +56 17 42.4 RCS1613 CP
09205 16 06 29.6 +56 31 28.7 RCS1613 M
09206 16 06 32.7 +54 04 16.8 RCS1613 M
09207 16 06 35.6 +54 15 06.7 RCS1613 M
09208 16 06 35.7 +54 10 36.4 RCS1613 M
09209 16 06 37.2 +55 45 17.5 RCS1613 CP
09210 16 06 37.8 +55 19 53.4 RCS1613 M
09211 16 06 42.3 +55 30 46.9 RCS1613 M
09212 16 06 44.6 +54 10 51.3 RCS1613 M
09213 16 06 45.3 +55 49 43.5 RCS1613 M
09214 16 06 46.6 +54 50 44.4 RCS1613 M
09215 16 06 46.9 +56 51 38.3 RCS1613 M
09216 16 06 47.8 +56 21 48.0 RCS1613 M
09217 16 07 00.4 +54 28 14.6 RCS1613 M
09218 16 07 03.4 +56 27 24.6 RCS1613 M
09219 16 07 05.1 +55 52 07.3 RCS1613 M
09220 16 07 07.0 +56 20 16.5 RCS1613 M
09221 16 07 10.3 +55 32 06.5 RCS1613 M
09222 16 07 12.0 +54 52 37.4 RCS1613 M
09223 16 07 25.4 +55 31 35.5 RCS1613 M
09224 16 07 28.7 +56 26 00.3 RCS1613 M
09225 16 07 44.6 +55 57 10.0 RCS1613 M
09226 16 07 45.5 +55 45 31.2 RCS1613 M
09227 16 07 49.2 +55 33 45.2 RCS1613 M
09228 16 07 52.4 +56 27 17.1 RCS1613 M
09229 16 08 01.5 +55 53 46.0 RCS1613 M
09230 16 08 22.3 +55 23 56.0 RCS1613 M
09231 16 08 25.0 +55 06 12.2 RCS1613 CP
09232 16 08 28.3 +55 30 30.7 RCS1613 M
09233 16 08 32.0 +55 46 25.4 RCS1613 M
09234 16 08 38.9 +56 17 55.6 RCS1613 M
09235 16 08 43.5 +55 19 23.8 RCS1613 M
09236 16 08 43.6 +56 45 38.8 RCS1613 M
09237 16 08 59.6 +55 02 46.8 RCS1613 M
09238 16 09 01.5 +54 17 48.6 RCS1613 M
09239 16 09 11.0 +55 25 19.9 RCS1613 M
09240 16 09 13.5 +55 10 12.7 RCS1613 M
09241 16 09 18.5 +56 02 17.8 RCS1613 M
09242 16 09 21.6 +54 40 51.9 RCS1613 M
09243 16 09 25.3 +55 14 06.8 RCS1613 M
09244 16 09 44.4 +55 16 23.8 RCS1613 M
09245 16 09 45.2 +56 23 35.7 RCS1613 M
09246 16 09 47.7 +54 57 23.6 RCS1613 M
09247 16 09 55.8 +56 30 55.2 RCS1613 M
09248 16 10 00.2 +54 20 34.3 RCS1613 M
09249 16 10 00.7 +55 54 48.1 RCS1613 M
09250 16 10 04.2 +55 14 54.7 RCS1613 M
09251 16 10 05.7 +56 19 58.1 RCS1613 M
09252 16 10 05.8 +55 39 45.9 RCS1613 M
09253 16 10 12.2 +56 46 30.0 RCS1613 M
09254 16 10 13.9 +55 42 10.8 RCS1613 M
09255 16 10 17.8 +56 45 35.1 RCS1613 M
09256 16 10 19.2 +56 37 43.0 RCS1613 M
09257 16 10 20.7 +54 21 41.9 RCS1613 CP
09258 16 10 22.2 +56 27 52.9 RCS1613 M
09259 16 10 34.4 +55 01 09.4 RCS1613 M
09260 16 10 36.5 +54 22 59.4 RCS1613 M
09261 16 10 51.4 +55 49 33.5 RCS1613 M
09262 16 10 52.0 +55 01 39.6 RCS1613 CP
09263 16 10 52.5 +55 12 16.6 RCS1613 M
09264 16 10 56.1 +56 35 04.8 RCS1613 M
09265 16 10 56.6 +56 18 15.1 RCS1613 M
09266 16 11 00.1 +56 45 40.4 RCS1613 CP
09267 16 11 02.0 +54 44 09.6 RCS1613 M
09268 16 11 10.5 +55 07 59.2 RCS1613 M
09269 16 11 15.4 +56 46 39.6 RCS1613 M
09270 16 11 16.8 +55 37 47.5 RCS1613 M
09271 16 11 17.5 +55 32 38.4 RCS1613 M
09272 16 11 27.4 +56 12 30.1 RCS1613 M
09273 16 11 31.8 +54 22 56.5 RCS1613 M
09274 16 11 32.2 +55 49 45.4 RCS1613 M
09275 16 11 36.1 +55 26 06.4 RCS1613 M
09276 16 11 39.8 +54 29 43.6 RCS1613 CP
09277 16 11 42.7 +56 19 50.7 RCS1613 M
09278 16 11 45.7 +56 34 50.8 RCS1613 M
09279 16 11 47.6 +54 34 03.4 RCS1613 M
09280 16 11 51.4 +55 12 03.9 RCS1613 M
09281 16 12 11.0 +56 42 35.9 RCS1613 M
09282 16 12 11.8 +56 11 47.7 RCS1613 M
09283 16 12 13.5 +55 01 19.5 RCS1613 M
09284 16 12 15.2 +55 57 16.8 RCS1613 M
09285 16 12 15.7 +56 38 22.8 RCS1613 M
09286 16 12 25.3 +55 00 39.3 RCS1613 M
09287 16 12 33.9 +55 51 18.6 RCS1613 M
09288 16 12 34.0 +56 31 17.0 RCS1613 CP
09289 16 12 34.9 +54 36 43.0 RCS1613 M
09290 16 12 35.2 +56 18 58.0 RCS1613 M
09291 16 12 35.8 +56 03 11.6 RCS1613 M
09292 16 12 36.3 +55 17 43.9 RCS1613 M
09293 16 12 40.8 +55 41 21.6 RCS1613 M
09294 16 12 41.6 +55 51 01.9 RCS1613 M
09295 16 12 42.7 +54 59 25.6 RCS1613 M
09296 16 12 44.9 +55 48 09.7 RCS1613 M
09297 16 12 46.9 +55 26 10.6 RCS1613 CP
09298 16 12 58.8 +54 24 30.1 RCS1613 M
09299 16 13 08.2 +55 55 32.6 RCS1613 M
09300 16 13 09.7 +55 07 08.2 RCS1613 M
09301 16 13 11.4 +55 25 19.9 RCS1613 M
09302 16 13 13.8 +56 38 35.9 RCS1613 M
09303 16 13 15.3 +56 02 47.0 RCS1613 M
09304 16 13 24.6 +54 32 29.4 RCS1613 M
09305 16 13 24.9 +54 49 00.5 RCS1613 M
09306 16 13 25.6 +56 23 37.4 RCS1613 M
09307 16 13 28.0 +55 40 32.3 RCS1613 M
09308 16 13 29.2 +56 10 12.6 RCS1613 M
09309 16 13 30.1 +55 58 57.0 RCS1613 M
09310 16 13 32.0 +54 36 11.7 RCS1613 M
09311 16 13 32.2 +56 11 25.5 RCS1613 M
09312 16 13 32.4 +54 43 40.4 RCS1613 M
09313 16 13 38.8 +54 04 57.6 RCS1613 M
09314 16 13 39.3 +54 53 22.3 RCS1613 M
09315 16 13 42.1 +56 36 48.3 RCS1613 M
09316 16 13 44.4 +55 50 17.0 RCS1613 M
09317 16 13 46.7 +56 26 26.6 RCS1613 M
09318 16 13 48.4 +56 43 06.4 RCS1613 M
09319 16 13 49.9 +54 39 01.6 RCS1613 M
09320 16 13 58.1 +54 28 19.8 RCS1613 M
09321 16 13 58.9 +56 03 31.4 RCS1613 M
09322 16 14 00.9 +55 34 10.4 RCS1613 M
09323 16 14 01.5 +55 34 26.3 RCS1613 M
09324 16 14 02.8 +55 00 26.8 RCS1613 M
09325 16 14 05.0 +54 58 47.5 RCS1613 M
09326 16 14 05.8 +55 26 56.8 RCS1613 M
09327 16 14 10.4 +54 15 20.1 RCS1613 M
09328 16 14 17.7 +54 29 40.7 RCS1613 M
09329 16 14 18.9 +55 56 51.8 RCS1613 M
09330 16 14 22.0 +55 40 12.9 RCS1613 M
09331 16 14 22.4 +54 27 35.1 RCS1613 M
09332 16 14 25.4 +56 21 50.4 RCS1613 CP
09333 16 14 32.0 +54 26 19.4 RCS1613 M
09334 16 14 42.5 +56 06 25.3 RCS1613 M
09335 16 14 44.3 +56 28 17.8 RCS1613 M
09336 16 14 44.6 +55 45 50.2 RCS1613 M
09337 16 14 47.7 +54 10 57.3 RCS1613 M
09338 16 14 48.8 +56 27 19.3 RCS1613 M
09339 16 14 50.4 +56 33 18.1 RCS1613 M
09340 16 14 52.6 +55 16 13.4 RCS1613 M
09341 16 14 53.1 +54 12 06.5 RCS1613 M
09342 16 15 02.7 +54 32 25.1 RCS1613 M
09343 16 15 12.7 +56 30 04.5 RCS1613 M
09344 16 15 23.9 +54 26 11.2 RCS1613 M
09345 16 15 24.4 +56 34 38.1 RCS1613 M
09346 16 15 26.2 +56 31 38.0 RCS1613 M
09347 16 15 28.2 +55 05 30.3 RCS1613 M
09348 16 15 30.2 +55 41 44.7 RCS1613 M
09349 16 15 31.5 +54 41 23.0 RCS1613 M
09350 16 15 37.0 +56 44 41.1 RCS1613 M
09351 16 15 41.4 +55 49 07.6 RCS1613 M
09352 16 15 49.4 +56 30 41.7 RCS1613 M
09353 16 16 00.1 +55 24 32.2 RCS1613 M
09354 16 16 05.0 +54 43 45.7 RCS1613 M
09355 16 16 07.0 +56 05 52.5 RCS1613 M
09356 16 16 10.1 +56 22 19.9 RCS1613 M
09357 16 16 13.5 +54 51 04.4 RCS1613 M
09358 16 16 13.9 +55 40 38.7 RCS1613 M
09359 16 16 20.6 +55 53 15.0 RCS1613 M
09360 16 16 20.7 +54 54 17.7 RCS1613 M
09361 16 16 23.0 +56 20 30.4 RCS1613 M
09362 16 16 29.3 +55 46 44.1 RCS1613 M
09363 16 16 32.9 +55 01 25.1 RCS1613 M
09364 16 16 36.3 +56 44 03.5 RCS1613 M
09365 16 16 41.5 +54 50 53.8 RCS1613 CP
09366 16 16 47.1 +56 06 37.4 RCS1613 M
09367 16 16 56.1 +54 37 31.8 RCS1613 M
09368 16 16 56.3 +56 33 41.0 RCS1613 M
09369 16 17 04.0 +56 03 19.0 RCS1613 CP
09370 16 17 05.1 +55 32 30.2 RCS1613 M
09371 16 17 06.5 +55 29 37.1 RCS1613 M
09372 16 17 16.2 +56 43 42.4 RCS1613 M
09373 16 17 32.3 +55 39 48.6 RCS1613 M
09374 16 17 35.4 +54 44 22.1 RCS1613 M
09375 16 17 36.6 +55 55 53.2 RCS1613 M
09376 16 17 39.2 +55 27 12.8 RCS1613 M
09377 16 17 39.7 +54 57 04.0 RCS1613 M
09378 16 17 45.0 +55 54 11.8 RCS1613 M
09379 16 17 49.7 +54 41 00.7 RCS1613 M
09380 16 18 04.4 +56 01 30.5 RCS1613 M
09381 16 18 06.2 +55 55 25.3 RCS1613 M
09382 16 18 08.7 +56 10 52.3 RCS1613 M
09383 16 18 11.6 +55 15 05.7 RCS1613 M
09384 16 18 16.5 +54 52 41.5 RCS1613 M
09385 16 18 25.6 +55 02 18.1 RCS1613 M
09386 16 18 29.7 +55 34 24.2 RCS1613 M
09387 16 18 30.2 +56 52 34.1 RCS1613 CP
09388 16 18 32.5 +55 34 07.1 RCS1613 M
09389 16 18 32.6 +56 33 51.4 RCS1613 M
09390 16 18 34.9 +55 37 33.7 RCS1613 M
09391 16 18 35.0 +55 14 08.2 RCS1613 M
09392 16 18 40.3 +55 16 17.5 RCS1613 M
09393 16 18 41.0 +55 16 46.6 RCS1613 M
09394 16 18 46.3 +56 14 32.8 RCS1613 M
09395 16 18 57.6 +56 41 44.5 RCS1613 M
09396 16 19 05.0 +54 59 39.5 RCS1613 M
09397 16 19 10.4 +55 09 51.5 RCS1613 M
09398 16 19 32.3 +54 13 22.7 RCS1613 M
09399 16 19 33.4 +55 49 55.4 RCS1613 M
09400 16 19 44.0 +54 51 06.8 RCS1613 M
09401 16 19 46.4 +55 11 14.3 RCS1613 M
09402 16 19 50.8 +54 09 06.2 RCS1613 M
09403 16 20 00.8 +53 23 56.3 RCS1613 M
09404 16 20 02.6 +56 20 04.2 RCS1613 M
09405 16 20 02.9 +56 37 56.7 RCS1613 M
09406 16 20 04.5 +52 57 28.6 RCS1613 M
09407 16 20 05.2 +52 58 01.8 RCS1613 M
09408 16 20 06.1 +53 52 46.2 RCS1613 M
09409 16 20 07.8 +53 08 06.8 RCS1613 M
09410 16 20 08.9 +53 38 21.5 RCS1613 M
09411 16 20 11.0 +56 26 13.8 RCS1613 M
09412 16 20 11.9 +54 18 42.2 RCS1613 M
09413 16 20 12.4 +54 44 17.6 RCS1613 M
09414 16 20 13.8 +54 17 47.6 RCS1613 M
09415 16 20 14.2 +54 55 52.4 RCS1613 CP
09416 16 20 15.8 +55 10 39.7 RCS1613 M
09417 16 20 16.1 +52 47 54.7 RCS1613 M
09418 16 20 18.8 +52 11 27.3 RCS1613 M
09419 16 20 22.0 +54 52 08.1 RCS1613 M
09420 16 20 23.2 +55 56 43.9 RCS1613 CP
09421 16 20 25.6 +55 06 19.6 RCS1613 M
09422 16 20 28.8 +55 11 07.6 RCS1613 M
09423 16 20 29.8 +53 16 08.9 RCS1613 M
09424 16 20 30.1 +53 30 13.3 RCS1613 CP
09425 16 20 31.6 +53 47 38.7 RCS1613 M
09426 16 20 31.9 +55 33 59.8 RCS1613 M
09427 16 20 34.6 +54 27 31.7 RCS1613 M
09428 16 20 43.4 +56 43 51.7 RCS1613 M
09429 16 20 43.8 +55 41 40.5 RCS1613 M
09430 16 20 45.1 +53 57 03.1 RCS1613 M
09431 16 20 45.3 +57 38 13.6 RCS1613 M
09432 16 20 45.3 +54 11 05.6 RCS1613 M
09433 16 20 45.4 +56 43 37.0 RCS1613 M
09434 16 20 49.2 +53 11 36.5 RCS1613 M
09435 16 20 51.9 +56 05 39.0 RCS1613 M
09436 16 20 54.7 +54 18 57.1 RCS1613 M
09437 16 20 54.8 +55 16 25.7 RCS1613 M
09438 16 20 59.0 +52 21 14.9 RCS1613 M
09439 16 21 02.5 +54 58 10.8 RCS1613 M
09440 16 21 04.5 +54 18 21.3 RCS1613 M
09441 16 21 06.3 +57 04 42.9 RCS1613 M
09442 16 21 07.9 +52 26 25.9 RCS1613 M
09443 16 21 22.1 +55 50 50.8 RCS1613 M
09444 16 21 22.6 +54 58 39.7 RCS1613 M
09445 16 21 23.8 +53 22 11.5 RCS1613 M
09446 16 21 31.0 +54 54 51.6 RCS1613 M
09447 16 21 33.3 +55 40 39.8 RCS1613 M
09448 16 21 34.6 +53 19 29.5 RCS1613 M
09449 16 21 38.4 +52 18 30.4 RCS1613 M
09450 16 21 42.9 +54 39 40.5 RCS1613 M
09451 16 21 44.1 +53 40 44.9 RCS1613 M
09452 16 21 48.2 +53 23 55.1 RCS1613 M
09453 16 21 48.9 +52 41 45.2 RCS1613 M
09454 16 21 51.3 +53 46 53.9 RCS1613 M
09455 16 21 55.0 +54 58 44.7 RCS1613 M
09456 16 21 56.5 +55 10 41.4 RCS1613 M
09457 16 21 57.3 +52 57 35.3 RCS1613 M
09458 16 21 58.1 +53 53 43.9 RCS1613 M
09459 16 21 59.9 +55 29 21.3 RCS1613 M
09460 16 22 00.3 +55 05 28.9 RCS1613 M
09461 16 22 02.7 +53 15 09.2 RCS1613 M
09462 16 22 03.4 +53 51 30.0 RCS1613 M
09463 16 22 04.1 +57 46 58.9 RCS1613 M
09464 16 22 04.1 +54 59 08.5 RCS1613 M
09465 16 22 05.1 +53 35 52.3 RCS1613 CP
09466 16 22 08.0 +54 44 58.2 RCS1613 M
09467 16 22 08.7 +54 07 20.9 RCS1613 M
09468 16 22 12.7 +53 05 52.4 RCS1613 M
09469 16 22 15.9 +55 15 39.0 RCS1613 M
09470 16 22 18.7 +56 50 43.8 RCS1613 M
09471 16 22 20.4 +55 18 39.5 RCS1613 M
09472 16 22 21.1 +55 05 43.1 RCS1613 M
09473 16 22 22.2 +54 45 40.9 RCS1613 M
09474 16 22 23.4 +53 26 24.8 RCS1613 M
09475 16 22 24.1 +55 31 35.6 RCS1613 M
09476 16 22 27.0 +52 41 53.5 RCS1613 M
09477 16 22 30.4 +54 27 39.3 RCS1613 M
09478 16 22 31.0 +52 57 47.9 RCS1613 M
09479 16 22 34.3 +56 17 37.2 RCS1613 M
09480 16 22 35.8 +52 58 19.8 RCS1613 M
09481 16 22 36.2 +53 53 34.6 RCS1613 M
09482 16 22 38.2 +53 54 33.4 RCS1613 M
09483 16 22 38.6 +57 16 39.4 RCS1613 M
09484 16 22 38.6 +52 18 50.7 RCS1613 M
09485 16 22 39.9 +52 22 03.8 RCS1613 M
09486 16 22 41.2 +55 42 18.6 RCS1613 M
09487 16 22 42.1 +57 12 34.4 RCS1613 M
09488 16 22 42.8 +55 55 04.5 RCS1613 M
09489 16 22 44.1 +54 51 25.2 RCS1613 M
09490 16 22 44.1 +54 30 34.9 RCS1613 M
09491 16 22 45.9 +55 17 40.1 RCS1613 M
09492 16 22 46.1 +52 51 06.0 RCS1613 M
09493 16 22 47.4 +55 21 26.8 RCS1613 M
09494 16 22 48.6 +55 09 05.3 RCS1613 M
09495 16 22 50.1 +57 21 26.9 RCS1613 M
09496 16 22 51.9 +57 49 21.2 RCS1613 M
09497 16 22 53.4 +56 52 39.9 RCS1613 M
09498 16 22 53.5 +53 59 48.2 RCS1613 M
09499 16 22 55.4 +57 22 04.9 RCS1613 M
09500 16 22 56.6 +53 24 50.1 RCS1613 M
09501 16 22 57.9 +52 28 18.6 RCS1613 M
09502 16 22 59.0 +56 51 43.7 RCS1613 CM
09503 16 23 00.6 +56 05 48.4 RCS1613 M
09504 16 23 03.8 +53 22 15.8 RCS1613 M
09505 16 23 04.6 +53 54 10.7 RCS1613 M
09506 16 23 07.8 +53 45 02.9 RCS1613 M
09507 16 23 08.0 +54 06 53.5 RCS1613 M
09508 16 23 14.4 +52 49 02.9 RCS1613 M
09509 16 23 17.5 +55 15 31.1 RCS1613 M
09510 16 23 21.6 +53 12 41.7 RCS1613 M
09511 16 23 21.7 +52 54 56.7 RCS1613 M
09512 16 23 22.9 +52 56 59.9 RCS1613 M
09513 16 23 26.0 +56 40 56.6 RCS1613 CP
09514 16 23 29.2 +54 00 15.6 RCS1613 M
09515 16 23 33.7 +57 48 05.4 RCS1613 M
09516 16 23 35.7 +55 03 58.6 RCS1613 M
09517 16 23 40.9 +54 55 46.8 RCS1613 M
09518 16 23 43.3 +53 26 00.3 RCS1613 M
09519 16 23 43.6 +57 17 22.1 RCS1613 M
09520 16 23 49.6 +56 03 23.3 RCS1613 M
09521 16 23 50.1 +53 13 58.3 RCS1613 M
09522 16 23 51.0 +55 44 47.5 RCS1613 M
09523 16 23 52.8 +52 46 24.6 RCS1613 M
09524 16 23 53.5 +56 32 25.0 RCS1613 M
09525 16 23 55.4 +53 37 37.5 RCS1613 M
09526 16 24 00.0 +53 36 42.7 RCS1613 M
09527 16 24 02.7 +54 27 14.3 RCS1613 M
09528 16 24 04.2 +53 34 38.7 RCS1613 M
09529 16 24 06.1 +57 12 05.3 RCS1613 M
09530 16 24 07.1 +56 31 10.4 RCS1613 M
09531 16 24 10.4 +54 45 09.0 RCS1613 M
09532 16 24 16.5 +54 03 02.9 RCS1613 M
09533 16 24 17.2 +52 37 09.5 RCS1613 M
09534 16 24 17.5 +52 50 23.1 RCS1613 M
09535 16 24 19.4 +56 50 50.9 RCS1613 M
09536 16 24 23.4 +54 04 38.1 RCS1613 M
09537 16 24 33.3 +52 52 24.0 RCS1613 M
09538 16 24 41.7 +53 47 49.1 RCS1613 M
09539 16 24 41.9 +54 32 10.6 RCS1613 M
09540 16 24 43.6 +55 30 34.7 RCS1613 M
09541 16 24 45.5 +56 51 58.7 RCS1613 M
09542 16 24 47.4 +57 17 28.0 RCS1613 M
09543 16 24 47.5 +54 13 10.5 RCS1613 M
09544 16 24 51.4 +55 39 43.1 RCS1613 M
09545 16 24 57.5 +54 58 02.8 RCS1613 CP
09546 16 24 58.9 +57 12 02.3 RCS1613 M
09547 16 25 03.7 +55 41 27.6 RCS1613 M
09548 16 25 08.5 +56 53 39.2 RCS1613 M
09549 16 25 09.7 +53 31 54.7 RCS1613 M
09550 16 25 09.8 +55 42 17.4 RCS1613 M
09551 16 25 12.2 +53 58 00.3 RCS1613 M
09552 16 25 14.1 +53 27 36.2 RCS1613 M
09553 16 25 15.1 +52 59 18.6 RCS1613 M
09554 16 25 15.1 +52 52 11.1 RCS1613 M
09555 16 25 15.7 +53 35 03.2 RCS1613 M
09556 16 25 17.8 +54 36 15.3 RCS1613 M
09557 16 25 17.9 +57 23 41.1 RCS1613 M
09558 16 25 18.9 +53 44 25.0 RCS1613 M
09559 16 25 21.8 +52 46 17.3 RCS1613 M
09560 16 25 22.8 +56 15 48.1 RCS1613 M
09561 16 25 23.9 +56 20 09.6 RCS1613 M
09562 16 25 24.6 +57 42 12.8 RCS1613 M
09563 16 25 25.0 +55 32 45.2 RCS1613 M
09564 16 25 28.1 +56 51 16.5 RCS1613 M
09565 16 25 29.9 +55 58 11.5 RCS1613 M
09566 16 25 30.8 +55 58 58.9 RCS1613 M
09567 16 25 41.4 +54 03 02.0 RCS1613 M
09568 16 25 46.6 +53 43 19.3 RCS1613 M
09569 16 25 54.7 +52 22 47.5 RCS1613 M
09570 16 25 56.0 +54 24 00.7 RCS1613 M
09571 16 26 04.8 +54 07 43.0 RCS1613 M
09572 16 26 06.4 +57 43 44.5 RCS1613 M
09573 16 26 08.0 +55 24 17.6 RCS1613 M
09574 16 26 09.0 +53 45 06.6 RCS1613 M
09575 16 26 10.1 +53 15 46.9 RCS1613 M
09576 16 26 10.4 +55 33 49.4 RCS1613 M
09577 16 26 13.1 +52 42 15.8 RCS1613 M
09578 16 26 13.1 +52 19 07.4 RCS1613 M
09579 16 26 14.2 +55 37 52.7 RCS1613 M
09580 16 26 15.4 +52 40 29.5 RCS1613 M
09581 16 26 16.2 +52 37 01.4 RCS1613 M
09582 16 26 18.7 +53 38 33.1 RCS1613 M
09583 16 26 19.7 +54 35 27.4 RCS1613 M
09584 16 26 25.2 +53 33 38.5 RCS1613 M
09585 16 26 29.4 +53 41 36.6 RCS1613 M
09586 16 26 32.0 +56 44 28.5 RCS1613 M
09587 16 26 32.2 +53 48 14.8 RCS1613 M
09588 16 26 32.4 +57 45 29.2 RCS1613 M
09589 16 26 34.9 +55 00 58.4 RCS1613 M
09590 16 26 35.7 +53 58 28.3 RCS1613 M
09591 16 26 36.1 +55 47 10.8 RCS1613 M
09592 16 26 36.8 +57 18 21.5 RCS1613 M
09593 16 26 37.1 +56 29 13.1 RCS1613 M
09594 16 26 38.9 +55 01 04.1 RCS1613 M
09595 16 26 46.3 +55 32 06.2 RCS1613 M
09596 16 26 59.6 +55 16 32.0 RCS1613 M
09597 16 27 12.6 +57 09 10.8 RCS1613 M
09598 16 27 14.1 +56 18 53.5 RCS1613 M
09599 16 27 18.9 +55 55 32.4 RCS1613 M
09600 16 27 20.7 +57 23 35.0 RCS1613 M
09601 16 27 26.8 +57 46 54.1 RCS1613 M
09602 16 27 35.1 +57 27 15.9 RCS1613 M
09603 16 27 35.9 +57 42 19.8 RCS1613 M
09604 16 27 37.4 +56 51 32.0 RCS1613 M
09605 16 30 26.7 +41 59 10.5 RCS1645 M
09606 16 30 38.5 +41 55 14.3 RCS1645 M
09607 16 30 41.1 +41 59 04.8 RCS1645 M
09608 16 30 49.2 +41 59 26.9 RCS1645 M
09609 16 30 50.1 +41 02 33.6 RCS1645 M
09610 16 30 51.5 +39 49 52.7 RCS1645 M
09611 16 30 58.8 +41 55 50.7 RCS1645 M
09612 16 31 02.3 +39 29 26.7 RCS1645 M
09613 16 31 03.2 +40 15 47.8 RCS1645 M
09614 16 31 13.7 +38 55 22.4 RCS1645 M
09615 16 31 14.9 +40 55 15.5 RCS1645 M
09616 16 31 15.6 +42 06 22.9 RCS1645 M
09617 16 31 18.2 +41 10 36.6 RCS1645 M
09618 16 31 18.8 +38 26 29.8 RCS1645 M
09619 16 31 22.9 +41 10 50.5 RCS1645 M
09620 16 31 24.1 +40 54 43.4 RCS1645 M
09621 16 31 24.9 +41 43 21.8 RCS1645 M
09622 16 31 27.2 +41 10 36.2 RCS1645 M
09623 16 31 28.2 +40 21 53.9 RCS1645 M
09624 16 31 31.3 +41 02 57.4 RCS1645 M
09625 16 31 36.2 +40 13 31.7 RCS1645 M
09626 16 31 36.9 +42 24 54.1 RCS1645 M
09627 16 31 38.0 +41 20 51.1 RCS1645 M
09628 16 31 38.5 +41 13 47.7 RCS1645 M
09629 16 31 42.6 +42 18 03.1 RCS1645 M
09630 16 31 46.6 +41 21 34.8 RCS1645 M
09631 16 31 47.5 +37 44 39.3 RCS1645 M
09632 16 31 47.8 +37 52 57.3 RCS1645 M
09633 16 31 51.5 +37 36 32.0 RCS1645 M
09634 16 31 51.7 +41 05 19.3 RCS1645 M
09635 16 31 54.3 +37 36 49.0 RCS1645 M
09636 16 31 56.0 +38 29 11.9 RCS1645 M
09637 16 31 56.8 +37 12 13.5 RCS1645 M
09638 16 31 57.1 +41 27 59.6 RCS1645 M
09639 16 31 58.9 +41 20 33.3 RCS1645 M
09640 16 32 07.7 +37 41 04.9 RCS1645 M
09641 16 32 07.8 +37 47 07.3 RCS1645 M
09642 16 32 08.4 +38 20 52.9 RCS1645 M
09643 16 32 13.1 +41 27 16.8 RCS1645 M
09644 16 32 14.1 +40 37 30.9 RCS1645 M
09645 16 32 14.5 +41 54 01.4 RCS1645 M
09646 16 32 16.1 +41 39 50.2 RCS1645 M
09647 16 32 20.5 +39 06 59.6 RCS1645 M
09648 16 32 22.9 +38 52 49.2 RCS1645 M
09649 16 32 26.4 +41 39 28.5 RCS1645 M
09650 16 32 30.2 +41 38 20.6 RCS1645 M
09651 16 32 30.8 +36 58 05.9 RCS1645 M
09652 16 32 33.3 +38 05 44.6 RCS1645 M
09653 16 32 33.8 +39 56 13.2 RCS1645 M
09654 16 32 38.1 +42 02 30.9 RCS1645 M
09655 16 32 42.6 +41 18 33.6 RCS1645 M
09656 16 32 43.1 +38 24 29.1 RCS1645 M
09657 16 32 46.3 +39 02 25.9 RCS1645 M
09658 16 32 46.8 +42 14 20.2 RCS1645 M
09659 16 32 47.0 +37 01 56.6 RCS1645 M
09660 16 32 49.1 +37 08 09.5 RCS1645 M
09661 16 32 49.5 +38 45 11.3 RCS1645 M
09662 16 32 52.0 +39 02 10.5 RCS1645 M
09663 16 32 55.0 +40 19 30.1 RCS1645 M
09664 16 32 55.4 +41 34 17.1 RCS1645 M
09665 16 32 58.6 +39 33 45.2 RCS1645 M
09666 16 32 59.2 +39 35 08.5 RCS1645 M
09667 16 32 59.9 +41 34 03.8 RCS1645 M
09668 16 33 02.9 +38 35 08.7 RCS1645 M
09669 16 33 07.7 +36 50 56.0 RCS1645 M
09670 16 33 09.3 +37 18 32.8 RCS1645 M
09671 16 33 13.0 +40 30 39.5 RCS1645 M
09672 16 33 18.7 +40 05 37.3 RCS1645 M
09673 16 33 20.3 +38 27 51.1 RCS1645 M
09674 16 33 25.5 +41 58 53.7 RCS1645 M
09675 16 33 29.5 +36 44 04.8 RCS1645 M
09676 16 33 30.1 +36 43 44.5 RCS1645 M
09677 16 33 32.8 +42 29 54.4 RCS1645 M
09678 16 33 33.7 +38 23 10.2 RCS1645 M
09679 16 33 35.6 +41 03 35.8 RCS1645 M
09680 16 33 36.7 +41 01 24.0 RCS1645 M
09681 16 33 36.8 +37 00 00.9 RCS1645 M
